id,text
4510,we haven't been in a while.
4511,we haven't been in a month.
4512,"the last time we went, you almost drowned."
4513,"no, i didn't."
4514,then why did the lifeguard dive into the water?
4515,i think he wanted to cool off.
4516,he swam right up to you.
4517,and then he turned right around.
4518,maybe you're right.
4519,maybe we should get going.
4520,no. i'm divorced.
4521,when did you get divorced?
4522,i got divorced two years ago.
4523,why did you get divorced?
4524,my wife left me.
4525,why did she leave you?
4526,she said she didn't love me anymore.
4527,wow! that's terrible.
4528,"yes, it was."
4529,why didn't she love you anymore?
4530,she fell in love with my best friend.
4531,what's on tv?
4532,nothing.
4533,there must be something on tv!
4534,nothing that's interesting.
4535,what about that new game show?
4536,which one?
4537,"""deal or no deal"""
4538,tell me you're joking.
4539,i love that show.
4540,i watched it once. that was enough.
4541,it's on right now. let's watch it together.
4542,i agree. pasadena is a nice city.
4543,it's not too big.
4544,and it's not too small.
4545,it has great weather all year long.
4546,it has the rose parade.
4547,it has beautiful houses.
4548,it has wonderful restaurants.
4549,it has great schools.
4550,it's close to the mountains.
4551,the people are friendly.
4552,i'm not ever going to leave.
4553,what's the matter with this one?
4554,it's not comfortable.
4555,it seems fine to me.
4556,i toss and turn all night.
4557,you should stop drinking coffee.
4558,look at these marks on my arms.
4559,what are they?
4560,they are bites.
4561,did the cat bite you?
4562,no. the bedbugs in that mattress bit me.
4563,okay. let's get a new mattress.
4564,buy a new one.
4565,i would if i had the money.
4566,why is it so slow?
4567,that's a good question.
4568,did you take it to a computer shop?
4569,i would if i had the money.
4570,"well, i guess you have to live with it."
4571,sometimes i want to throw it out the window.
4572,you don't want to do that.
4573,why not?
4574,you might hit someone in the head.
4575,i'm not sure.
4576,how about a pizza?
4577,you had pizza for lunch.
4578,but i love pizza.
4579,everybody loves pizza.
4580,so why can't i have pizza for dinner?
4581,because you need variety.
4582,"what's ""variety?"
4583,different thingsÂ—not the same thing all the time.
4584,"you mean, like a pepperoni pizza instead of a cheese pizza?"
4585,"no, i mean a salad instead of a pizza."
4586,why do we need to save money?
4587,because we need to buy a house.
4588,but a house is so expensive.
4589,that's why we need to save money.
4590,how much do we need to save?
4591,we need to save enough for a down payment.
4592,how much is that?
4593,"that's about $30,000."
4594,thirty thousand dollars! that will take forever.
4595,not if we save every penny.
4596,okay. here's seven pennies.
4597,you can't see the end of it.
4598,it goes on and on forever.
4599,"and it's deep, too."
4600,i think it's five miles deep.
4601,are there fish at the bottom?
4602,there are fish at the top and the bottom.
4603,are there more fish or more people?
4604,i think there are more fish.
4605,i hope so. i love to eat fish.
4606,why is that?
4607,i warned her about her new boyfriend. she didn't listen to me.
4608,what happened?
4609,"i gave her $1,000 for her birthday. i told her to spend it on herself."
4610,that was very nice of you.
4611,i found out that she gave it to her new boyfriend.
4612,why did she do that?
4613,he said he would buy her a nice ring.
4614,what's wrong with that?
4615,he went to las vegas. he lost it all gambling.
4616,i hope your mom broke up with him.
4617,of course they talk to each other.
4618,what do they talk about?
4619,they talk about other animals.
4620,what else do they talk about?
4621,they talk about food and the weather.
4622,do they talk about us?
4623,of course they talk about us.
4624,what do they say about us?
4625,they say that we are funny-looking.
4626,ha! we're not funny-looking; animals are funny-looking.
4627,we're funny-looking because we wear clothes.
4628,"yes, it's very dirty."
4629,you can help me.
4630,why me?
4631,because you helped make it dirty.
4632,what do you want me to do?
4633,i want you to clean the bathroom.
4634,"oh, that's easy."
4635,"clean the sink, the tub, the counter, and the toilet."
4636,that's a lot of work.
4637,tell me when you finish.
4638,i don't think so. you'll just give me more work.
4639,what do you mean?
4640,i mean you're wasting your life.
4641,i'm having fun.
4642,you're sitting there with your mouth open.
4643,who cares?
4644,i care. do something.
4645,okay. i did something.
4646,what did you do?
4647,i turned up the volume.
4648,"that's not what i meant by ""do something."""
4649,will you do something? leave me alone.
4650,"yes, i did."
4651,did you tell her about school?
4652,i told her that school is fun.
4653,did you put the letter in an envelope?
4654,"yes, and i sealed the envelope."
4655,did you put a stamp on the envelope?
4656,i couldn't find any stamps.
4657,they're in the kitchen drawer.
4658,okay. i just put a stamp on the envelope.
4659,"give me the envelope, and i'll mail it for you."
4660,when is grandma going to learn about e-mail?
4661,i'm sleepy.
4662,why don't you go to bed?
4663,i want to watch this tv show.
4664,maybe you should record it.
4665,the tape recorder is broken.
4666,then you should watch the rerun.
4667,why? i'm watching the original.
4668,but you'll be asleep in about one minute.
4669,i'm just yawning because the commercials are on.
4670,okay. i'll tell you how the show ends.
4671,zzz.
4672,so?
4673,you know what that means.
4674,i forgot.
4675,sunday means we go to church.
4676,"oh, yeah."
4677,put on a coat and tie.
4678,why?
4679,to show respect to god and others.
4680,i'm glad sunday is only once a week.
4681,i hope god didn't hear that.
4682,he'll forgive me.
4683,i'll do that in a minute.
4684,the cat is meowing. he's hungry.
4685,okay. i'll feed him right now.
4686,you shouldn't make him wait.
4687,i was doing my homework.
4688,the cat doesn't care about your homework.
4689,the cat doesn't care about anything.
4690,that's the way cats are.
4691,all they think about is themselves.
4692,maybe we should get rid of him.
4693,of course not! he's family.
4694,me too.
4695,i just cut myself again.
4696,did you use a new blade?
4697,"it doesn't matter. old blades cut, new blades cut."
4698,maybe you should use an electric shaver.
4699,"they make a lot of noise, but they don't give a close shave."
4700,maybe you should stop shaving.
4701,and grow a beard?
4702,sure. why not?
4703,because food and other stuff sticks in my beard.
4704,hmm. here's an idea. put cream on your face and have the cat lick it off.
4705,yes?
4706,are you reading this paper?
4707,"oh, no. help yourself."
4708,i asked because the paper is sitting next to you.
4709,thank you. that's polite of you to ask.
4710,some people would just pick it up.
4711,"yes, i know. some people are rude."
4712,i always try to be polite.
4713,so do i.
4714,the world needs more polite people like us.
4715,i agree 100 percent.
4716,let me think about it.
4717,why do you have to think about it?
4718,because a puppy costs money.
4719,"no, it doesn't. puppies are free."
4720,"yes, but a puppy needs shots."
4721,shots for what?
4722,so it won't get sick. just like you get shots.
4723,i hate shots.
4724,and a puppy eats food. food costs money.
4725,no problem. i'll give him food off my plate.
4726,"oh, no you don't. puppies don't eat vegetables."
4727,how many are there?
4728,eight.
4729,they're all so cute.
4730,"yes, but i can't keep them."
4731,what are you going to do with them?
4732,i'm going to give them away. do you want one?
